tip1	tip2	distance
g__13	Dictyoglomus_thermophilum-_-X69194--_DSM_3960_T_T	0.005601
Dictyoglomus_turgidum-_-CP001251--_DSM_6724_T	g__13	0.009810999999999999
g__146	g__157	0.053052
g__138	Borrelia_turcica-_-CP028884--_IST7_n_T	0.014731
g__64895	Borrelia_mayonii-_-CP015780--_MN14-1420_n_T	0.001401
Borrelia_burgdorferi-_-AE000783--_B31_T	Borrelia_bissettiae-_-AJ224141--_DN127_T	0.0028
Borrelia_carolinensis-_-EU085407--_SCW-22_LTP__T	Borrelia_burgdorferi-_-AE000783--_B31_T	0.008029999999999999
Borrelia_carolinensis-_-EU085407--_SCW-22_LTP__T	Borrelia_bissettiae-_-AJ224141--_DN127_T	0.008029999999999999
Borrelia_japonica-_-L40597--_HO14_T	Borrelia_sinica-_-AB022101--_CMN3_T	0.019739999999999997
Borrelia_sinica-_-AB022101--_CMN3_T	Borrelia_burgdorferi-_-AE000783--_B31_T	0.00915
Borrelia_sinica-_-AB022101--_CMN3_T	Borrelia_bissettiae-_-AJ224141--_DN127_T	0.00915
Borrelia_garinii_subsp._garini-_-D67018--_20047_T	Borrelia_garinii_subsp._bavariensis-_-AB035385--_PBi_T	0.00199
Borrelia_lusitaniae-_-X98228--_Poti_B2_T	Borrelia_garinii_subsp._garini-_-D67018--_20047_T	0.00424
Borrelia_maritima-_-MN095518--_CA690_T	Borrelia_burgdorferi-_-AE000783--_B31_T	0.0084
Borrelia_maritima-_-MN095518--_CA690_T	Borrelia_bissettiae-_-AJ224141--_DN127_T	0.0084
Borrelia_afzelii-_-FR733687--_DSM10508_T	Borrelia_spielmanii-_-HE582779--_DSM_16813_T	0.0056
Borrelia_valaisiana-_-X98232--_VS116_T	Borrelia_spielmanii-_-HE582779--_DSM_16813_T	0.0091
Borrelia_yangtzensis-_-AB529509--_Okinawa-CW62_T	Borrelia_spielmanii-_-HE582779--_DSM_16813_T	0.010069999999999999
Borrelia_californiensis-_-AJ224130--_CA446_T	Borrelia_kurtenbachii-_-AJ224138--_25015_T	0.0056
Borrelia_kurtenbachii-_-AJ224138--_25015_T	Borrelia_americana-_-EU081285--_SCW-41_T	0.00497
Borrelia_tanukii-_-D67023--_Hk501_T	Borrelia_kurtenbachii-_-AJ224138--_25015_T	0.0073
Borrelia_lanei-_-AJ224131--_CA28_T	Borrelia_americana-_-EU081285--_SCW-41_T	0.0042699999999999995
Borrelia_turdi-_-D67022--_Ya501_T	Borrelia_lanei-_-AJ224131--_CA28_T	0.00809
Borrelia_miyamotoi-_-D45192--_HT31_T	Borrelia_coriaceae-_-AF210134--_Co53_T	0.028239999999999998
Spirochaeta_aurantia_subsp._aurantia-_-FR749896--_DSM_1902_T	g__146	0.132611
g__2035349	Oceanispirochaeta_litoralis-_-FR733665--_DSM2029_T	0.021541
Oceanispirochaeta_sediminicola-_-LT821384--_SY2_T	g__2035349	0.042331
Oceanispirochaeta_crateris-_-KC261847--_K2_T	g__2035349	0.041951
Spirochaeta_cellobiosiphila-_-EU448140--_SIP1_T	g__2035349	0.128161
Thiospirochaeta_perfilievii-_-AY337318--_P_T	g__2792240	2e-6
Spirochaeta_isovalerica-_-FR749931--_DSM_2461_T	Spirochaeta_psychrophila-_-AB598279--_MO-SPC1_T	0.06745
g__2024958	Alkalispirochaeta_americana-_-AF373921--_ASpG1-_ATCC_BAA-392-_DSM_14872_T	0.003471
Alkalispirochaeta_odontotermitis-_-HF968430--_JC202_T	Alkalispirochaeta_sphaeroplastigenens-_-HE806187--_JC133_T	0.0028
Alkalispirochaeta_cellulosivorans-_-HG531387--_JC227_T	Alkalispirochaeta_odontotermitis-_-HF968430--_JC202_T	0.0042
Alkalispirochaeta_alkalica-_-X93927--_Z-7491_T	Alkalispirochaeta_sphaeroplastigenens-_-HE806187--_JC133_T	0.005569999999999999
Spirochaeta_halophila-_-M88722--_RS1_T	g__2024958	0.094031
Spirochaeta_asiatica-_-X93926--_Z-7591_T	Spirochaeta_dissipatitropha-_-AY995150--_ASpC2_T	0.0062900000000000005
Spirochaeta_africana-_-X93928--_Z-7692_T	Spirochaeta_asiatica-_-X93926--_Z-7591_T	0.04259
Salinispira_pacifica-_-CP006939--_L21-RPul-D2_T	g__1616789	2e-6
Spirochaeta_lutea-_-HG965770--_JC230_T	g__146	0.111571
g__399320	Sphaerochaeta_pleomorpha-_-AF357917--_Grapes_T	0.032751
Sphaerochaeta_globosa-_-AF357916--_Buddy_T	Sphaerochaeta_associata-_-JN944166--_GLS2_T	0.010450000000000001
Sphaerochaeta_halotolerans-_-MH456879--_4-11_T	g__399320	0.039971
Sphaerochaeta_coccoides-_-CP002659--_DSM_17374_T	g__3062336	2e-6
Bullifex_porci-_-MN537494--_DSM_105750_T	g__2815782	2e-6
g__1920504	Pleomorphochaeta_naphthae-_-KX791435--_SEBR4209_T	0.024841000000000002
Pleomorphochaeta_caudata-_-KU714929--_SEBR_4223_T	g__1920504	0.061571
Pleomorphochaeta_multiformis-_-AB598280--_MO-SPC2_T	g__1920504	0.06023100000000001
Marispirochaeta_aestuarii-_-LT578350--_JC_444_T	g__1911565	2e-6
g__1911556	Sediminispirochaeta_bajacaliforniensis-_-ARJU01000050--_DSM_16054_T	0.037731
g__1911556	Sediminispirochaeta_smaragdinae-_-CP002116--_DSM_11293_T	0.037731
Sediminispirochaeta_bajacaliforniensis-_-ARJU01000050--_DSM_16054_T	Sediminispirochaeta_smaragdinae-_-CP002116--_DSM_11293_T	0.01114
Sediminispirochaeta_sinaica-_-KC261846--_SL_T	g__1911556	0.047451
Spirochaeta_thermophila-_-FR749903--_DSM_6578_T	g__146	0.125921
Treponema_socranskii_subsp._paredis-_-ATFD01000007--_ATCC_35535_T	Treponema_socranskii_subsp._socranskii-_-AF033306--_D56BRIII6-_ATCC_35536_T	0.0189
Treponema_socranskii_subsp._paredis-_-ATFD01000007--_ATCC_35535_T	Treponema_socranskii_subsp._buccale-_-AB910735--_JCM_8155_T	0.0189
Treponema_amylovorum-_-Y09959--_HA2P_LTP__T	Treponema_parvum-_-AF302937--_OMZ833_T	0.1428
Treponema_ruminis-_-GU566698--_Ru1_T	Treponema_porcinum-_-AY518274--_14V28_T	0.16947
Treponema_saccharophilum-_-AGRW01000033--_DSM_2985_T	Treponema_ruminis-_-GU566698--_Ru1_T	0.18652000000000002
Treponema_peruense-_-MW159752--_RCC2812T	Treponema_succinifaciens-_-CP002631--_DSM_2489_T	0.13467
Treponema_porcinum-_-AY518274--_14V28_T	Treponema_parvum-_-AF302937--_OMZ833_T	0.1454
Treponema_berlinense-_-AY230217--_7CPL208_T	Treponema_porcinum-_-AY518274--_14V28_T	0.15263
Treponema_bryantii-_-FR749895--_DSM_1788_T	Treponema_rectale-_-GU566699--_CHPA_T	0.15236
Treponema_pectinovorum-_-GU562449--_ATCC_33768_T	g__157	0.153911
Treponema_brennaborense-_-CP002696--_DSM_12168_T	g__157	0.135881
Treponema_maltophilum-_-ATFF01000006--_ATCC_51939_T	Treponema_lecithinolyticum-_-X87139--_periodontitis_patient_PFB4G_LTP__T	0.05142
Treponema_denticola-_-AB621358--_JCM_8153_T	Treponema_putidum-_-AJ543428--_ATCC_700334_T	0.02826
Treponema_pedis-_-EF061268--_T3552B_T	Treponema_putidum-_-AJ543428--_ATCC_700334_T	0.046119999999999994
Treponema_phagedenis-_-MN396624--_B43.1_T	Treponema_denticola-_-AB621358--_JCM_8153_T	0.10167
Treponema_medium-_-ATFE01000011--_ATCC_700293_T	g__157	0.09916100000000001
Teretinema_zuelzerae-_-FR749928--_DSM_1903_T	Brucepastera_parasyntrophica-_-OK632443--_RmG11T	0.079971
Teretinema_zuelzerae-_-FR749928--_DSM_1903_T	g__2967962	0.079971
Brucepastera_parasyntrophica-_-OK632443--_RmG11T	g__2967962	2e-6
Treponema_azotonutricium-_-AF320287--_ZAS-9_T	g__2951107	2e-6
Treponema_primitia-_-AF093252--_ZAS-2_T	g__157	0.068621
Treponema_isoptericolens-_-AM182455--_SPIT5_T	g__2951108	2e-6
Breznakiella_homolactica-_-MW396710--_RmG30T	g__2845254	2e-6
Gracilinema_caldarium-_-EU580141--_DSM_7334_T	g__2951106	2e-6
Treponema_stenostreptum-_-FR733664--_DSM2028_T	g__2951109	2e-6
Rectinema_subterraneum-_-KU359248--_SURF-1_T	Rectinema_cohabitans-_-KP297860--_HM_T	0.011201000000000001
Rectinema_subterraneum-_-KU359248--_SURF-1_T	g__1937016	0.011201000000000001
Rectinema_cohabitans-_-KP297860--_HM_T	g__1937016	2e-6
Thermospira_aquatica-_-KT767982--_F1F22T	g__3024226	2e-6
Exilispira_thermophila-_-AB364473--_RASEN_T	g__568400	2e-6
g__29521	Brachyspira_intermedia-_-CP002874--_PWS/A_T	0.0057009999999999995
Brachyspira_innocens-_-U14920--_B256_T	Brachyspira_murdochii-_-CP001959--_DSM_12563_T	0.0056700000000000006
Brachyspira_hyodysenteriae-_-ARSY01000043--_B78_T	Brachyspira_intermedia-_-CP002874--_PWS/A_T	0.00426
Brachyspira_suanatina-_-CVLB01000001--_AN4859/03_T	Brachyspira_hyodysenteriae-_-ARSY01000043--_B78_T	0.00496
Brachyspira_suanatina-_-CVLB01000001--_AN4859/03_T	Brachyspira_intermedia-_-CP002874--_PWS/A_T	0.00496
Brachyspira_alvinipulli-_-EF455559--_C1-_ATCC_51933_T	Brachyspira_intermedia-_-CP002874--_PWS/A_T	0.009940000000000001
Brachyspira_hampsonii-_-CP019914--_NSH-16_n_T	Brachyspira_intermedia-_-CP002874--_PWS/A_T	0.01633
Brachyspira_pilosicoli-_-AY155458--_ATCC_51139-_Smarlab_2300042_T	Brachyspira_intermedia-_-CP002874--_PWS/A_T	0.017089999999999998
Brachyspira_aalborgi-_-Z22781--_NCTC_11492_LTP__T	g__29521	0.034121
Brevinema_andersonii-_-GU993264--_ATCC_43811_T	g__34096	2e-6
g__171	Leptospira_dzianensis-_-RQHR01000000--_M12A_T	0.06395100000000001
Leptospira_tipperaryensis-_-GCF_001729245--_GWTS_T	Leptospira_stimsonii-_-MK070914--_Yale_T	2e-5
Leptospira_tipperaryensis-_-GCF_001729245--_GWTS_T	Leptospira_putramalaysiae-_-RQEQ01000000--_SSW20_T	2e-5
Leptospira_stimsonii-_-MK070914--_Yale_T	Leptospira_putramalaysiae-_-RQEQ01000000--_SSW20_T	2e-5
Leptospira_ainlahdjerensis-_-MZ048034--_201903070T	Leptospira_tipperaryensis-_-GCF_001729245--_GWTS_T	0.00214
Leptospira_ainlahdjerensis-_-MZ048034--_201903070T	Leptospira_stimsonii-_-MK070914--_Yale_T	0.00214
Leptospira_ainlahdjerensis-_-MZ048034--_201903070T	Leptospira_putramalaysiae-_-RQEQ01000000--_SSW20_T	0.00214
Leptospira_ainazelensis-_-MZ048033--_201903071T	Leptospira_tipperaryensis-_-GCF_001729245--_GWTS_T	0.004279999999999999
Leptospira_ainazelensis-_-MZ048033--_201903071T	Leptospira_stimsonii-_-MK070914--_Yale_T	0.004279999999999999
Leptospira_ainazelensis-_-MZ048033--_201903071T	Leptospira_putramalaysiae-_-RQEQ01000000--_SSW20_T	0.004279999999999999
Leptospira_adleri-_-NPDU01000001--_FH2-B-D1_T	Leptospira_ainazelensis-_-MZ048033--_201903071T	0.00498
Leptospira_gomenensis-_-RQFA01000001--_KIT0278_T	Leptospira_adleri-_-NPDU01000001--_FH2-B-D1_T	0.00569
Leptospira_alstonii-_-AY631881--_79601-_ATCC_700521_T	Leptospira_adleri-_-NPDU01000001--_FH2-B-D1_T	0.0064
Leptospira_barantonii-_-NPDS01000000--_FH4-C-A1_T	Leptospira_dzianensis-_-RQHR01000000--_M12A_T	0.0057
Leptospira_kmetyi-_-AB279549--_Bejo-Iso9_T	Leptospira_dzianensis-_-RQHR01000000--_M12A_T	0.00297
Leptospira_dzianensis-_-RQHR01000000--_M12A_T	Leptospira_yasudae-_-MK070913--_F1_T	7.2e-4
Leptospira_ellisii-_-NPEF01000000--_AT17-C-A5_T	Leptospira_dzianensis-_-RQHR01000000--_M12A_T	0.00143
Leptospira_sanjuanensis-_-OM948786--_LGVF02T	Leptospira_dzianensis-_-RQHR01000000--_M12A_T	0.00428
Leptospira_interrogans-_-AOVR01000059--_RGA_T	Leptospira_kirschneri-_-AY631895--_3522_C-_ATCC_49945_T	0.00428
Leptospira_borgpetersenii-_-AY887899--_Veldrat_Batavia_46-_ATCC_43292_T	Leptospira_alexanderi-_-AY631880--_L_60-_ATCC_700520_T	0.00783
Leptospira_weilii-_-U12676--_serogroup_Celledoni-_serovar_celledoni-_strain_Celledoni_-ATCC_43285-_T	Leptospira_borgpetersenii-_-AY887899--_Veldrat_Batavia_46-_ATCC_43292_T	0.00856
Leptospira_mayottensis-_-KJ847187--_200901116_T	Leptospira_borgpetersenii-_-AY887899--_Veldrat_Batavia_46-_ATCC_43292_T	0.00908
Leptospira_noguchii-_-AKWY02000021--_CZ214_T	Leptospira_kirschneri-_-AY631895--_3522_C-_ATCC_49945_T	0.00784
Leptospira_santarosai-_-CP006694--_LT_821_T	Leptospira_kirschneri-_-AY631895--_3522_C-_ATCC_49945_T	0.01283
Leptospira_langatensis-_-RQER01000000--_SSW18_T	Leptospira_sarikeiensis-_-RQGF01000001--_LIMR175_T	2e-5
Leptospira_semungkisensis-_-RQEP01000001--_SSS9_T	Leptospira_langatensis-_-RQER01000000--_SSW18_T	7.2e-4
Leptospira_semungkisensis-_-RQEP01000001--_SSS9_T	Leptospira_sarikeiensis-_-RQGF01000001--_LIMR175_T	7.2e-4
Leptospira_haakeii-_-NPEG01000000--_AT17-C-A4_T	Leptospira_selangorensis-_-RQES01000000--_SSW17_T	2e-5
Leptospira_neocaledonica-_-NPEA01000000--_ES4-C-A1_T	Leptospira_saintgironsiae-_-NPDR01000001--_FH4-C-A2_T	2e-5
Leptospira_neocaledonica-_-NPEA01000000--_ES4-C-A1_T	Leptospira_johnsonii-_-LC196061--_E8_T	2e-5
Leptospira_saintgironsiae-_-NPDR01000001--_FH4-C-A2_T	Leptospira_johnsonii-_-LC196061--_E8_T	2e-5
Leptospira_koniambonensis-_-RQFY01000001--_TK1-4_T	Leptospira_neocaledonica-_-NPEA01000000--_ES4-C-A1_T	7.2e-4
Leptospira_koniambonensis-_-RQFY01000001--_TK1-4_T	Leptospira_saintgironsiae-_-NPDR01000001--_FH4-C-A2_T	7.2e-4
Leptospira_koniambonensis-_-RQFY01000001--_TK1-4_T	Leptospira_johnsonii-_-LC196061--_E8_T	7.2e-4
Leptospira_hartskeerlii-_-NPDL01000000--_MCA2-B-A3_T	Leptospira_haakeii-_-NPEG01000000--_AT17-C-A4_T	7.2e-4
Leptospira_hartskeerlii-_-NPDL01000000--_MCA2-B-A3_T	Leptospira_selangorensis-_-RQES01000000--_SSW17_T	7.2e-4
Leptospira_wolffii-_-EF025496--_Khorat-H2_T	Leptospira_haakeii-_-NPEG01000000--_AT17-C-A4_T	0.006189999999999999
Leptospira_wolffii-_-EF025496--_Khorat-H2_T	Leptospira_selangorensis-_-RQES01000000--_SSW17_T	0.006189999999999999
Leptospira_andrefontaineae-_-RQEY01000001--_PZF11-2_T	Leptospira_venezuelensis-_-NETS01000000--_CLM-U50_T	2e-5
Leptospira_dzoumogneensis-_-RQHS01000001--_M11A_T	Leptospira_andrefontaineae-_-RQEY01000001--_PZF11-2_T	7.2e-4
Leptospira_dzoumogneensis-_-RQHS01000001--_M11A_T	Leptospira_venezuelensis-_-NETS01000000--_CLM-U50_T	7.2e-4
Leptospira_licerasiae-_-EF612284--_VAR010_T	Leptospira_andrefontaineae-_-RQEY01000001--_PZF11-2_T	0.00669
Leptospira_licerasiae-_-EF612284--_VAR010_T	Leptospira_venezuelensis-_-NETS01000000--_CLM-U50_T	0.00669
Leptospira_broomii-_-AY796065--_5399-_ATCC_BAA-1107_T	Leptospira_fainei-_-AKWZ02000002--_BUT_6_T	0.00355
Leptospira_fletcheri-_-RQET01000001--_SSW15_T	Leptospira_broomii-_-AY796065--_5399-_ATCC_BAA-1107_T	0.0121
Leptospira_perolatii-_-NPDZ01000000--_FH1-B-B1_T	Leptospira_andrefontaineae-_-RQEY01000001--_PZF11-2_T	0.03991
Leptospira_perolatii-_-NPDZ01000000--_FH1-B-B1_T	Leptospira_venezuelensis-_-NETS01000000--_CLM-U50_T	0.03991
Leptospira_inadai-_-Z21634--_LYME_T	Leptospira_dzianensis-_-RQHR01000000--_M12A_T	0.04273
Leptospira_bandrabouensis-_-RQHT01000001--_M10A_T	Leptospira_bouyouniensis-_-RQHL01000001--_M1A_T	2e-5
Leptospira_bandrabouensis-_-RQHT01000001--_M10A_T	Leptospira_kemamanensis-_-RQGG01000001--_LIMR131_T	2e-5
Leptospira_bouyouniensis-_-RQHL01000001--_M1A_T	Leptospira_kemamanensis-_-RQGG01000001--_LIMR131_T	2e-5
Leptospira_harrisiae-_-NPDX01000000--_FH2-B-A1_T	Leptospira_montravelensis-_-RQFN01000000--_PZF5-3_T	0.00144
Leptospira_harrisiae-_-NPDX01000000--_FH2-B-A1_T	Leptospira_ellinghausenii-_-LC196063--_E18_T	0.00144
Leptospira_montravelensis-_-RQFN01000000--_PZF5-3_T	Leptospira_ellinghausenii-_-LC196063--_E18_T	2e-5
Leptospira_meyeri-_-AY631878--_Iowa_City_Frog-_ATCC_43287_T	Leptospira_montravelensis-_-RQFN01000000--_PZF5-3_T	7.300000000000001e-4
Leptospira_meyeri-_-AY631878--_Iowa_City_Frog-_ATCC_43287_T	Leptospira_ellinghausenii-_-LC196063--_E18_T	7.300000000000001e-4
Leptospira_wolbachii-_-AY631879--_CDC-_ATCC_43284_T	Leptospira_montravelensis-_-RQFN01000000--_PZF5-3_T	0.00144
Leptospira_wolbachii-_-AY631879--_CDC-_ATCC_43284_T	Leptospira_ellinghausenii-_-LC196063--_E18_T	0.00144
Leptospira_jelokensis-_-RQGR01000001--_L5S1_T	Leptospira_levettii-_-NPDM01000001--_MCA2-B-A1_T	7.300000000000001e-4
Leptospira_yanagawae-_-AY631882--_Sao_Paulo-_ATCC_700523_T	Leptospira_levettii-_-NPDM01000001--_MCA2-B-A1_T	0.00933
Leptospira_mtsangambouensis-_-RQHK01000001--_M2A_T	Leptospira_congkakensis-_-RQGQ01000001--_SCS9_T	2e-5
Leptospira_mtsangambouensis-_-RQHK01000001--_M2A_T	Leptospira_noumeaensis-_-RQFK01000001--_PZF14-4_T	2e-5
Leptospira_congkakensis-_-RQGQ01000001--_SCS9_T	Leptospira_noumeaensis-_-RQFK01000001--_PZF14-4_T	2e-5
Leptospira_bourretii-_-RQFM01000001--_PZF7-6_T	Leptospira_mtsangambouensis-_-RQHK01000001--_M2A_T	0.00144
Leptospira_bourretii-_-RQFM01000001--_PZF7-6_T	Leptospira_congkakensis-_-RQGQ01000001--_SCS9_T	0.00144
Leptospira_bourretii-_-RQFM01000001--_PZF7-6_T	Leptospira_noumeaensis-_-RQFK01000001--_PZF14-4_T	0.00144
Leptospira_brenneri-_-NPDQ01000000--_JW2-C-A2_T	Leptospira_mtsangambouensis-_-RQHK01000001--_M2A_T	7.300000000000001e-4
Leptospira_brenneri-_-NPDQ01000000--_JW2-C-A2_T	Leptospira_congkakensis-_-RQGQ01000001--_SCS9_T	7.300000000000001e-4
Leptospira_brenneri-_-NPDQ01000000--_JW2-C-A2_T	Leptospira_noumeaensis-_-RQFK01000001--_PZF14-4_T	7.300000000000001e-4
Leptospira_perdikensis-_-RQGA01000001--_HP2_T	Leptospira_mtsangambouensis-_-RQHK01000001--_M2A_T	0.00216
Leptospira_perdikensis-_-RQGA01000001--_HP2_T	Leptospira_congkakensis-_-RQGQ01000001--_SCS9_T	0.00216
Leptospira_perdikensis-_-RQGA01000001--_HP2_T	Leptospira_noumeaensis-_-RQFK01000001--_PZF14-4_T	0.00216
Leptospira_chreensis-_-MZ048032--_201903075T	Leptospira_abararensis-_-MZ048031--_201903074T	2e-5
Leptospira_vanthielii-_-AY631897--_WaZ_Holland-_ATCC_700522_T	Leptospira_chreensis-_-MZ048032--_201903075T	0.00144
Leptospira_vanthielii-_-AY631897--_WaZ_Holland-_ATCC_700522_T	Leptospira_abararensis-_-MZ048031--_201903074T	0.00144
Leptospira_terpstrae-_-AY631888--_LT_11-33-_ATCC_700639_T	Leptospira_chreensis-_-MZ048032--_201903075T	0.00287
Leptospira_terpstrae-_-AY631888--_LT_11-33-_ATCC_700639_T	Leptospira_abararensis-_-MZ048031--_201903074T	0.00287
Leptospira_terpstrae-_-AY631888--_LT_11-33-_ATCC_700639_T	Leptospira_biflexa-_-CP000777--_Patoc_1_-Ames-_T	0.00287
Leptospira_ryugenii-_-LC196104--_YH101_T	Leptospira_biflexa-_-CP000777--_Patoc_1_-Ames-_T	0.0215
Leptospira_idonii-_-AB721966--_Eri-1_LTP__T	Leptospira_ognonensis-_-RQGD01000001--_201_702_476_T	0.02437
Leptospira_ognonensis-_-RQGD01000001--_201_702_476_T	Leptospira_ryugenii-_-LC196104--_YH101_T	0.021550000000000003
Leptospira_ilyithenensis-_-RQHV01000001--_201_400_974_T	Leptospira_kobayashii-_-BFBA01000001--_E30_T	0.00286
Leptonema_illini-_-AY714984--_3055-_NCTC_11301_T	g__32205	2e-6
Turneriella_parva-_-AY293856--_H-_NCTC_11395_T	g__338321	2e-6
Thermotomaculum_hydrothermale-_-AB612241--_AC55_T	g__1172428	2e-6
Syntrophorhabdus_aromaticivorans-_-AB212873--_UI_T	g__513557	2e-6
Atribacter_laminatus-_-CP065383--_RT761_T	g__2847777	2e-6
g__2422	Fervidobacterium_thailandense-_-LWAF01000031--_FC2004_T	0.023531
Fervidobacterium_gondwanense-_-Z49117--_AB39_LTP__T	Fervidobacterium_riparium-_-EU851047--_1445t_T	0.02079
Fervidobacterium_nodosum-_-CP000771--_Rt17-B1_T	Fervidobacterium_islandicum-_-M59176--_H-21_T	0.06078
Fervidobacterium_changbaicum-_-AY878719--_CBS-1_T	Fervidobacterium_islandicum-_-M59176--_H-21_T	0.01867
Fervidobacterium_pennivorans-_-HE582749--_DSM_9078_T	Fervidobacterium_islandicum-_-M59176--_H-21_T	0.02221
g__2420	Thermosipho_melanesiensis-_-Z70248--_BI429_T	0.037121
Thermosipho_globiformans-_-AB257289--_MN14_T	Thermosipho_japonicus-_-AB024932--_IHB1_T	0.0132
Thermosipho_africanus-_-DQ647057--_Ob7_T	Thermosipho_globiformans-_-AB257289--_MN14_T	0.015329999999999998
Thermosipho_affectus-_-GQ292553--_ik275mar_T	g__2420	0.069961
Thermosipho_atlanticus-_-AJ577471--_DV1140_T	Thermosipho_geolei-_-AJ272022--_DSM_13256-_T	0.03486
Thermosipho_ferrireducens-_-MK818504--_JL129W03_T	Thermosipho_atlanticus-_-AJ577471--_DV1140_T	0.04902
Thermosipho_activus-_-KF931642--_Rift-s3_T	g__2420	0.043301
g__2335	g__1643951	0.021882000000000002
Pseudothermotoga_subterranea-_-HG917903--_DSM_9912_T	Pseudothermotoga_lettingae-_-CP000812--_TMO_T	2e-5
Pseudothermotoga_elfii-_-AP014507--_NBRC_107921_n_T	Pseudothermotoga_subterranea-_-HG917903--_DSM_9912_T	7e-4
Pseudothermotoga_elfii-_-AP014507--_NBRC_107921_n_T	Pseudothermotoga_lettingae-_-CP000812--_TMO_T	7e-4
Thermotoga_profunda-_-AP014510--_AZM34c06_n_T	g__1643951	0.048341
Thermotoga_caldifontis-_-AP014509--_AZM44c09_T	g__1643951	0.033011
Pseudothermotoga_hypogea-_-U89768--_SEBR_7054_T	Thermotoga_caldifontis-_-AP014509--_AZM44c09_T	0.0376
Pseudothermotoga_thermarum-_-CP002351--_DSM_5069_T	g__1643951	0.044670999999999995
Thermotoga_maritima-_-M21774--_MSB-8_LTP__T	Thermotoga_neapolitana-_-CP000916--_DSM_4359_T	0.00483
Thermotoga_petrophila-_-AJ872269--_RKU-1_T	Thermotoga_maritima-_-M21774--_MSB-8_LTP__T	0.01244
g__28236	Petrotoga_mobilis-_-CP000879--_SJ95_T	0.017071
Petrotoga_halophila-_-AY800102--_MET-B_T	Petrotoga_miotherma-_-FR733705--_DSM10691_T	0.01209
Petrotoga_olearia-_-AJ311703--_SL24T_T	Petrotoga_sibirica-_-AJ311702--_SL25T_T	0.010669999999999999
Petrotoga_mexicana-_-AY125964--_Met-12-_DSM_14811-_CIP_107371_T	g__28236	0.017821000000000004
Defluviitoga_tunisiensis-_-FR850164--_SulfLac1_T	g__1511648	2e-6
g__28233	Geotoga_subterranea-_-L10659--_CC-1_T	0.028981
Geotoga_petraea-_-HM037999--_ATCC_51226_LTP__T	g__28233	0.034721
Oceanotoga_teriensis-_-EU588727--_OCT74_T	g__1255275	2e-6
Tepiditoga_spiralis-_-LC485113--_sy52_T	g__2778400	2e-6
g__160798	Marinitoga_piezophila-_-AF326121--_KA3_T	0.022621000000000002
Marinitoga_arctica-_-KX024844--_2PyrY55-1_T	Marinitoga_hydrogenitolerans-_-AJ786363--_AT1271_T	0.046880000000000005
Marinitoga_hydrogenitolerans-_-AJ786363--_AT1271_T	g__160798	0.04653100000000001
Marinitoga_okinawensis-_-AB262395--_TFS10-5_-=JCM_13303-_T	g__160798	0.04854100000000001
Marinitoga_litoralis-_-FM253687--_MC3_T	g__160798	0.047321
Marinitoga_camini-_-AJ250439--_MV1075_LTP__T	g__160798	0.04498100000000001
Marinitoga_lauensis-_-MH457605--_LG1_T	g__160798	0.032041
g__651456	Kosmotoga_olearia-_-EU980631--_TBF_19.5.1_T	0.046951
Kosmotoga_arenicorallina-_-AB530678--_S304_T	Kosmotoga_pacifica-_-CP011232--_SLHLJ1_n_T	0.02661
Kosmotoga_olearia-_-EU980631--_TBF_19.5.1_T	Kosmotoga_shengliensis-_-EU276414--_2SM-2_T	0.00494
g__1184396	Mesotoga_infera-_-HE818616--_VNs100_T	0.019791
Mesotoga_prima-_-HM003109--_MesG1.Ag.4.2_T	g__1184396	0.034791
Mesoaciditoga_lauensis-_-JQ347593--_cd-1655R_T	g__1495038	2e-6
Athalassotoga_saccharophila-_-AB898788--_NAS-01_T	g__1769718	2e-6
g__68335	Coprothermobacter_proteolyticus-_-CP001145--_DSM_5265_T	0.037931
Coprothermobacter_platensis-_-Y08935--_3R_T	g__68335	0.040201
g__47054	Dethiosulfovibrio_russensis-_-AF234542--_sr12-_DSM_12538_T	0.030311
g__47054	Dethiosulfovibrio_marinus-_-AF234544--_WS_100_T	0.030311
Dethiosulfovibrio_peptidovorans-_-ABTR02000001--_DSM_11002_T	Dethiosulfovibrio_faecalis-_-KT799836--_F2T	0.02536
Dethiosulfovibrio_faecalis-_-KT799836--_F2T	Dethiosulfovibrio_russensis-_-AF234542--_sr12-_DSM_12538_T	0.022619999999999998
Dethiosulfovibrio_faecalis-_-KT799836--_F2T	Dethiosulfovibrio_marinus-_-AF234544--_WS_100_T	0.022619999999999998
Dethiosulfovibrio_acidaminovorans-_-AY005466--_sr15_T	Dethiosulfovibrio_russensis-_-AF234542--_sr12-_DSM_12538_T	0.00212
Dethiosulfovibrio_acidaminovorans-_-AY005466--_sr15_T	Dethiosulfovibrio_marinus-_-AF234544--_WS_100_T	0.00212
Dethiosulfovibrio_russensis-_-AF234542--_sr12-_DSM_12538_T	Dethiosulfovibrio_marinus-_-AF234544--_WS_100_T	2e-5
Dethiosulfovibrio_salsuginis-_-EU719657--_USBA_82_T	g__47054	0.039771
g__638847	Pyramidobacter_porci-_-MN537479--_DSM_105193_T	0.026111000000000002
Pyramidobacter_piscolens-_-AB565480--_JCM_16336_T	g__638847	0.042281
Rarimicrobium_hominis-_-EF468685--_ADV70_T	g__1931212	2e-6
Jonquetella_anthropi-_-EF436500--_ADV_126_T	g__428711	2e-6
