tip1	tip2	taxid1	taxid2	distance
Streptomyces_tunisiensis-_-KF697135--_CN-207_T	Streptomyces_griseoincarnatus-_-AJ781321--_LMG_19316_T	948699	29305	0.01561
Streptomyces_tunisiensis-_-KF697135--_CN-207_T	Streptomyces_erythrogriseus-_-AJ781328--_LMG_19406_T	948699	284027	0.01561
Streptomyces_tunisiensis-_-KF697135--_CN-207_T	Streptomyces_labedae-_-AB184704--_NBRC_15864_T	948699	285569	0.01561
Streptomyces_heliomycini-_-AB184712--_NBRC_15899_T	Streptomyces_griseoflavus-_-AJ781322--_LMG_19344_T	284032	35619	0.01895999999999999
Streptomyces_griseoflavus-_-AJ781322--_LMG_19344_T	Streptomyces_malachitofuscus-_-AB184282--_NBRC_13059_T	35619	67322	0.00982999999999999
Streptomyces_griseoloalbus-_-DQ442503--_NRRL_B-12383T_T	Streptomyces_albaduncus-_-AY999757--_JCM_4715_T	67303	68172	0.00212
Streptomyces_albaduncus-_-AY999757--_JCM_4715_T	Streptomyces_griseoloalbus-_-DQ442503--_NRRL_B-12383T_T	68172	67303	0.00212
Streptomyces_althioticus-_-AB184112--_NBRC_12740_T	Streptomyces_matensis-_-AB184221--_NBRC_12889_T	83380	67325	2e-5
Streptomyces_matensis-_-AB184221--_NBRC_12889_T	Streptomyces_althioticus-_-AB184112--_NBRC_12740_T	67325	83380	2e-5
Streptomyces_malachitofuscus-_-AB184282--_NBRC_13059_T	Streptomyces_griseoflavus-_-AJ781322--_LMG_19344_T	67322	35619	0.00983
Streptomyces_scopiformis-_-AB249927--_NBRC_100244_T	Streptomyces_griseoflavus-_-AJ781322--_LMG_19344_T	104206	35619	0.02388
Streptomyces_fradiae-_-AB184134--_NBRC_12773_T	Streptomyces_coeruleoprunus-_-AB184651--_NBRC_15400_T	1906	285563	0.01261
Streptomyces_coeruleoprunus-_-AB184651--_NBRC_15400_T	Streptomyces_fradiae-_-AB184134--_NBRC_12773_T	285563	1906	0.01261
Streptomyces_somaliensis-_-AJ007403--_DSM_40738_T	Streptomyces_coeruleoprunus-_-AB184651--_NBRC_15400_T	1134445	285563	0.01473
Streptomyces_griseosporeus-_-AB184419--_NBRC_13458_T	Streptomyces_somaliensis-_-AJ007403--_DSM_40738_T	1910	1134445	0.02952
Streptomyces_glomeratus-_-AJ781754--_LMG_19903_T	Streptomyces_chiangmaiensis-_-AB562507--_TA4-1_T	284452	766497	0.02039
Streptomyces_harenosi-_-MK503548--_PRKS01-65_T	Streptomyces_leeuwenhoekii-_-AZSD01000385--_C34-2013-_T	2697029	1437453	2e-5
Streptomyces_leeuwenhoekii-_-AZSD01000385--_C34-2013-_T	Streptomyces_harenosi-_-MK503548--_PRKS01-65_T	1437453	2697029	2e-5
Streptomyces_speibonae-_-AF452714--_PK-Blue_T	Streptomyces_harenosi-_-MK503548--_PRKS01-65_T	195801	2697029	0.02173
Streptomyces_speibonae-_-AF452714--_PK-Blue_T	Streptomyces_leeuwenhoekii-_-AZSD01000385--_C34-2013-_T	195801	1437453	0.02173
Streptomyces_lannensis-_-AB562508--_TA4-8_T	Streptomyces_chiangmaiensis-_-AB562507--_TA4-1_T	766498	766497	0.02251
Streptomyces_chiangmaiensis-_-AB562507--_TA4-1_T	Streptomyces_caeni-_-KX090569--_HA15955_T	766497	2307231	0.02038
Streptomyces_caeni-_-KX090569--_HA15955_T	Streptomyces_chiangmaiensis-_-AB562507--_TA4-1_T	2307231	766497	0.02038
Streptomyces_thermovulgaris-_-Z68094--_DSM_40444__T	Streptomyces_thermoalcalitolerans-_-AB249909--_NBRC_16322_T	1934	65605	0.01191
Streptomyces_mexicanus-_-AB249966--_NBRC_100915_T	Streptomyces_thermogriseus-_-AB249980--_NBRC_100772_T	178566	75292	0.0317
Streptomyces_sulfonofaciens-_-AB249974--_NBRC_14260_T	Streptomyces_mexicanus-_-AB249966--_NBRC_100915_T	68272	178566	0.03433
Streptomyces_thermogriseus-_-AB249980--_NBRC_100772_T	Streptomyces_thermovulgaris-_-Z68094--_DSM_40444__T	75292	1934	0.02320999999999999
Streptomyces_thermoalcalitolerans-_-AB249909--_NBRC_16322_T	Streptomyces_thermovulgaris-_-Z68094--_DSM_40444__T	65605	1934	0.01191
Streptomyces_thermoviolaceus_subsp._apingens-_-Z68095--_DSM_41392__T	Streptomyces_thermoviolaceus_subsp._thermoviolaceus-_-Z68096--_DSM_40443__T	66859	66860	0.00913
Streptomyces_thermoviolaceus_subsp._thermoviolaceus-_-Z68096--_DSM_40443__T	Streptomyces_thermoviolaceus_subsp._apingens-_-Z68095--_DSM_41392__T	66860	66859	0.00913
Streptomyces_bangladeshensis-_-AY750056--_AAB-4_T	Streptomyces_rameus-_-AB184679--_NBRC_15453_T	295352	68261	0.00423
Streptomyces_rameus-_-AB184679--_NBRC_15453_T	Streptomyces_bangladeshensis-_-AY750056--_AAB-4_T	68261	295352	0.00423
Streptomyces_thermocoprophilus-_-AB249938--_NBRC_100771_T	Streptomyces_rameus-_-AB184679--_NBRC_15453_T	78356	68261	0.01965
Streptomyces_bullii-_-HE591384--_C2_T	Streptomyces_thermocarboxydovorans-_-U94489--_DSM_44296_T	349910	59298	0.01963
Streptomyces_thermocarboxydovorans-_-U94489--_DSM_44296_T	Streptomyces_bullii-_-HE591384--_C2_T	59298	349910	0.01963
Streptomyces_bluensis-_-X79324--_ISP5564_T	Streptomyces_chiangmaiensis-_-AB562507--_TA4-1_T	33897	766497	0.02949
Streptomyces_pluripotens-_-KF195922--_MUSC_135_T	Streptomyces_chromofuscus-_-AB184194--_NBRC_12851_T	1355015	42881	0.01895
Streptomyces_chromofuscus-_-AB184194--_NBRC_12851_T	Streptomyces_coeruleofuscus-_-AB184840--_NBRC_12757_T	42881	66879	0.01407
Streptomyces_cinereospinus-_-AB184648--_NBRC_15397_T	Streptomyces_coeruleofuscus-_-AB184840--_NBRC_12757_T	285561	66879	0.00913
Streptomyces_coeruleofuscus-_-AB184840--_NBRC_12757_T	Streptomyces_cinereospinus-_-AB184648--_NBRC_15397_T	66879	285561	0.00913
Streptomyces_rutgersensis-_-AB184170--_NBRC_12819_T	Streptomyces_gougerotii-_-AB184742--_NBRC_3198_T	53451	53448	2e-5
Streptomyces_rutgersensis-_-AB184170--_NBRC_12819_T	Streptomyces_diastaticus_subsp._diastaticus-_-AB184785--_NBRC_3714_T	53451	68040	2e-5
Streptomyces_gougerotii-_-AB184742--_NBRC_3198_T	Streptomyces_rutgersensis-_-AB184170--_NBRC_12819_T	53448	53451	2e-5
Streptomyces_gougerotii-_-AB184742--_NBRC_3198_T	Streptomyces_diastaticus_subsp._diastaticus-_-AB184785--_NBRC_3714_T	53448	68040	2e-5
Streptomyces_diastaticus_subsp._diastaticus-_-AB184785--_NBRC_3714_T	Streptomyces_rutgersensis-_-AB184170--_NBRC_12819_T	68040	53451	2e-5
Streptomyces_diastaticus_subsp._diastaticus-_-AB184785--_NBRC_3714_T	Streptomyces_gougerotii-_-AB184742--_NBRC_3198_T	68040	53448	2e-5
Streptomyces_intermedius-_-AB184277--_NBRC_13049_T	Streptomyces_rutgersensis-_-AB184170--_NBRC_12819_T	53449	53451	0.00422
Streptomyces_intermedius-_-AB184277--_NBRC_13049_T	Streptomyces_gougerotii-_-AB184742--_NBRC_3198_T	53449	53448	0.00422
Streptomyces_intermedius-_-AB184277--_NBRC_13049_T	Streptomyces_diastaticus_subsp._diastaticus-_-AB184785--_NBRC_3714_T	53449	68040	0.00422
Streptomyces_alfalfae-_-KR080524--_XY25_T	Streptomyces_silaceus-_-EU812170--_NRRL_B-24166_T	1642299	545123	0.01123
Streptomyces_silaceus-_-EU812170--_NRRL_B-24166_T	Streptomyces_alfalfae-_-KR080524--_XY25_T	545123	1642299	0.01123
Streptomyces_aureoverticillatus-_-AY999774--_NRRL_B-3326_T	Streptomyces_rutgersensis-_-AB184170--_NBRC_12819_T	66871	53451	0.01755
Streptomyces_aureoverticillatus-_-AY999774--_NRRL_B-3326_T	Streptomyces_gougerotii-_-AB184742--_NBRC_3198_T	66871	53448	0.01755
Streptomyces_aureoverticillatus-_-AY999774--_NRRL_B-3326_T	Streptomyces_diastaticus_subsp._diastaticus-_-AB184785--_NBRC_3714_T	66871	68040	0.01755
Streptomyces_lasiicapitis-_-KX777589--_3H-HV17-2-_T	Streptomyces_rutgersensis-_-AB184170--_NBRC_12819_T	1923961	53451	0.02104
Streptomyces_lasiicapitis-_-KX777589--_3H-HV17-2-_T	Streptomyces_gougerotii-_-AB184742--_NBRC_3198_T	1923961	53448	0.02104
Streptomyces_lasiicapitis-_-KX777589--_3H-HV17-2-_T	Streptomyces_diastaticus_subsp._diastaticus-_-AB184785--_NBRC_3714_T	1923961	68040	0.02104
Streptomyces_alboflavus-_-EF178699--_NRRL_B-2373_T	Streptomyces_fulvissimus-_-AB184787--_NBRC_3717_T	67267	1919	0.01757
Streptomyces_variegatus-_-AJ781371--_LMG_20315_T	Streptomyces_fulvissimus-_-AB184787--_NBRC_3717_T	284040	1919	0.01967
Streptomyces_fulvissimus-_-AB184787--_NBRC_3717_T	Streptomyces_flavofungini-_-AB184359--_NBRC_13371_T	1919	68200	0.00492999999999999
Streptomyces_flavofungini-_-AB184359--_NBRC_13371_T	Streptomyces_fulvissimus-_-AB184787--_NBRC_3717_T	68200	1919	0.00492999999999999
Streptomyces_spectabilis-_-AB184393--_NBRC_13424_T	Streptomyces_fulvissimus-_-AB184787--_NBRC_3717_T	68270	1919	0.01968
Streptomyces_muensis-_-JN560155--_MBRL_179_T	Streptomyces_spectabilis-_-AB184393--_NBRC_13424_T	1077944	68270	0.02035
Streptomyces_bauhiniae-_-LC424455--_Bv016_T	Streptomyces_rutgersensis-_-AB184170--_NBRC_12819_T	2340725	53451	0.0246
Streptomyces_bauhiniae-_-LC424455--_Bv016_T	Streptomyces_gougerotii-_-AB184742--_NBRC_3198_T	2340725	53448	0.0246
Streptomyces_bauhiniae-_-LC424455--_Bv016_T	Streptomyces_diastaticus_subsp._diastaticus-_-AB184785--_NBRC_3714_T	2340725	68040	0.0246
Streptomyces_griseoaurantiacus-_-AB184676--_NBRC_15440_T	Streptomyces_jietaisiensis-_-AY314783--_FXJ46_T	68213	235987	0.00284
Streptomyces_jietaisiensis-_-AY314783--_FXJ46_T	Streptomyces_griseoaurantiacus-_-AB184676--_NBRC_15440_T	235987	68213	0.00284
Streptomyces_olivaceus-_-AB184743--_NBRC_3200_T	Streptomyces_pactum-_-AB184398--_NBRC_13433_T	47716	68249	2e-5
Streptomyces_pactum-_-AB184398--_NBRC_13433_T	Streptomyces_olivaceus-_-AB184743--_NBRC_3200_T	68249	47716	2e-5
Streptomyces_xylanilyticus-_-LC128341--_SR2-123_T	Streptomyces_olivaceus-_-AB184743--_NBRC_3200_T	1807871	47716	0.02175
Streptomyces_xylanilyticus-_-LC128341--_SR2-123_T	Streptomyces_pactum-_-AB184398--_NBRC_13433_T	1807871	68249	0.02175
Streptomyces_viridodiastaticus-_-AY999852--_IFO_13106_T	Streptomyces_coeruleorubidus-_-AY999719--_ISP_5145_T	67382	116188	0.00846
Streptomyces_coeruleorubidus-_-AY999719--_ISP_5145_T	Streptomyces_viridodiastaticus-_-AY999852--_IFO_13106_T	116188	67382	0.00846
Streptomyces_hyderabadensis-_-FM998652--_OU-40_T	Streptomyces_viridodiastaticus-_-AY999852--_IFO_13106_T	598549	67382	0.01488999999999999
Streptomyces_parvulus-_-AB184326--_NBRC_13193_T	Streptomyces_malachitospinus-_-AB249954--_NBRC_101004_T	146923	371722	0.00842
Streptomyces_iakyrus-_-AB184877--_NBRC_13401_T	Streptomyces_violaceochromogenes-_-AB184312--_NBRC_13100_T	68219	67377	7.1e-4
Streptomyces_violaceochromogenes-_-AB184312--_NBRC_13100_T	Streptomyces_iakyrus-_-AB184877--_NBRC_13401_T	67377	68219	7.1e-4
Streptomyces_longispororuber-_-AB184440--_NBRC_13488_T	Streptomyces_iakyrus-_-AB184877--_NBRC_13401_T	68230	68219	0.00774
Streptomyces_bellus-_-AB184849--_NBRC_12844_T	Streptomyces_coerulescens-_-AY999720--_ISP_5146_T	66873	29304	2e-5
Streptomyces_coerulescens-_-AY999720--_ISP_5146_T	Streptomyces_bellus-_-AB184849--_NBRC_12844_T	29304	66873	2e-5
Streptomyces_lomondensis-_-AB184673--_NBRC_15426_T	Streptomyces_luteogriseus-_-AB184379--_NBRC_13402_T	68229	68233	0.00842
Streptomyces_luteogriseus-_-AB184379--_NBRC_13402_T	Streptomyces_lomondensis-_-AB184673--_NBRC_15426_T	68233	68229	0.00842
Streptomyces_malachitospinus-_-AB249954--_NBRC_101004_T	Streptomyces_parvulus-_-AB184326--_NBRC_13193_T	371722	146923	0.00842
Streptomyces_flavidovirens-_-AB184270--_NBRC_13039_T	Streptomyces_longisporus-_-AB184219--_NBRC_12885_T	67298	1948	2e-5
Streptomyces_longisporus-_-AB184219--_NBRC_12885_T	Streptomyces_flavidovirens-_-AB184270--_NBRC_13039_T	1948	67298	2e-5
Streptomyces_coacervatus-_-AB500703--_IFM_11055_T	Streptomyces_flavidovirens-_-AB184270--_NBRC_13039_T	647381	67298	0.02107
Streptomyces_coacervatus-_-AB500703--_IFM_11055_T	Streptomyces_longisporus-_-AB184219--_NBRC_12885_T	647381	1948	0.02107
Streptomyces_acidicola-_-MN319555--_K1PN6_T	Streptomyces_phyllanthi-_-LC125632--_PS1-07_T	2596892	1803180	0.01567
Streptomyces_phyllanthi-_-LC125632--_PS1-07_T	Streptomyces_acidicola-_-MN319555--_K1PN6_T	1803180	2596892	0.01567
Streptomyces_curacoi-_-AB184841--_NBRC_12761_T	Streptomyces_cyaneochromogenes-_-MG324360--_MK-45_T	146536	2496836	0.01053999999999999
Streptomyces_justiciae-_-LC497890--_3R004_T	Streptomyces_shaanxiensis-_-FJ465151--_CCNWHQ_0031_T	2780140	653357	0.00846
Streptomyces_shaanxiensis-_-FJ465151--_CCNWHQ_0031_T	Streptomyces_justiciae-_-LC497890--_3R004_T	653357	2780140	0.00846
Streptomyces_caeruleatus-_-GQ329712--_GIMN4.002_T	Streptomyces_shaanxiensis-_-FJ465151--_CCNWHQ_0031_T	661399	653357	0.00853999999999999
Streptomyces_lincolnensis-_-AB184279--_NBRC_13054_T	Streptomyces_cyaneochromogenes-_-MG324360--_MK-45_T	1915	2496836	0.01754
Streptomyces_antibioticus-_-AB184184--_NBRC_12838_T	Streptomyces_griseoruber-_-AB184209--_NBRC_12873_T	1306178	1943	0.00702
Streptomyces_griseoruber-_-AB184209--_NBRC_12873_T	Streptomyces_antibioticus-_-AB184184--_NBRC_12838_T	1943	1306178	0.00702
Streptomyces_cinnabarinus-_-AB184266--_NBRC_13028_T	Streptomyces_griseoruber-_-AB184209--_NBRC_12873_T	67287	1943	0.01054
Streptomyces_dysideae-_-GU318364--_RV15_T	Streptomyces_cyaneochromogenes-_-MG324360--_MK-45_T	909626	2496836	0.02107
Streptomyces_cyaneochromogenes-_-MG324360--_MK-45_T	Streptomyces_caeruleatus-_-GQ329712--_GIMN4.002_T	2496836	661399	0.00991
Streptomyces_lasalocidi-_-MK852399--_ATCC_31180_T	Streptomyces_longwoodensis-_-AB184580--_NBRC_14251_T	324833	68231	2e-5
Streptomyces_longwoodensis-_-AB184580--_NBRC_14251_T	Streptomyces_lasalocidi-_-MK852399--_ATCC_31180_T	68231	324833	2e-5
Streptomyces_galbus-_-X79852--_DSM40089_T	Streptomyces_lasalocidi-_-MK852399--_ATCC_31180_T	33898	324833	0.00211
Streptomyces_galbus-_-X79852--_DSM40089_T	Streptomyces_longwoodensis-_-AB184580--_NBRC_14251_T	33898	68231	0.00211
Streptomyces_bungoensis-_-AB184696--_NBRC_15711_T	Streptomyces_galbus-_-X79852--_DSM40089_T	285568	33898	0.00491
Streptomyces_capoamus-_-AB045877--_JCM_4734_T	Streptomyces_bungoensis-_-AB184696--_NBRC_15711_T	68183	285568	0.00703
Streptomyces_regensis-_-DQ026649--_NRRL_B-11479_T	Streptomyces_capoamus-_-AB045877--_JCM_4734_T	68263	68183	0.01894999999999999
Streptomyces_canarius-_-AB184396--_NBRC_13431_T	Streptomyces_olivaceoviridis-_-AB184288--_NBRC_13066_T	285453	1921	7.1e-4
Streptomyces_olivaceoviridis-_-AB184288--_NBRC_13066_T	Streptomyces_canarius-_-AB184396--_NBRC_13431_T	1921	285453	7.1e-4
Streptomyces_cyslabdanicus-_-AB915216--_K04-0144_T	Streptomyces_corchorusii-_-AB184267--_NBRC_13032_T	1470456	1903	0.01057999999999999
Streptomyces_populi-_-MF100127--_A249_T	Streptomyces_cyslabdanicus-_-AB915216--_K04-0144_T	2058924	1470456	0.01615
Streptomyces_corchorusii-_-AB184267--_NBRC_13032_T	Streptomyces_olivaceoviridis-_-AB184288--_NBRC_13066_T	1903	1921	0.00281
Streptomyces_lydicus-_-Y15507--_ATCC_25470_T	Streptomyces_staurosporininus-_-FR692111--_BK179_T	47763	887469	0.01126
Streptomyces_staurosporininus-_-FR692111--_BK179_T	Streptomyces_lydicus-_-Y15507--_ATCC_25470_T	887469	47763	0.01126
Streptomyces_albospinus-_-AY999753--_JCM_3399_T	Streptomyces_inhibens-_-MH727580--_NEAU-D10_T	285515	2293571	0.02104
Streptomyces_auratus-_-AJ391816--_NRRL_8097_T	Streptomyces_inhibens-_-MH727580--_NEAU-D10_T	114687	2293571	0.01263
Streptomyces_inhibens-_-MH727580--_NEAU-D10_T	Streptomyces_auratus-_-AJ391816--_NRRL_8097_T	2293571	114687	0.01263
Streptomyces_libani_subsp._libani-_-AB184414--_NBRC_13452_T	Streptomyces_nigrescens-_-DQ442530--_NRRL_B-12176T_T	68044	1920	7.1e-4
Streptomyces_libani_subsp._libani-_-AB184414--_NBRC_13452_T	Streptomyces_tubercidicus-_-AJ621612--_DSM_40261_T	68044	47759	7.1e-4
Streptomyces_nigrescens-_-DQ442530--_NRRL_B-12176T_T	Streptomyces_libani_subsp._libani-_-AB184414--_NBRC_13452_T	1920	68044	7.1e-4
Streptomyces_tubercidicus-_-AJ621612--_DSM_40261_T	Streptomyces_libani_subsp._libani-_-AB184414--_NBRC_13452_T	47759	68044	7.1e-4
Streptomyces_lydicamycinicus-_-BBNO01000000--_NBRC110027_T	Streptomyces_libani_subsp._libani-_-AB184414--_NBRC_13452_T	1546107	68044	0.01122
Streptomyces_sioyaensis-_-DQ026654--_NRRL_B-5408_T	Streptomyces_hygroscopicus_subsp._glebosus-_-AB184479--_NBRC_13786_T	67364	249580	0.01053
Streptomyces_sioyaensis-_-DQ026654--_NRRL_B-5408_T	Streptomyces_libani_subsp._rufus-_-AJ781351--_LMG_20087_T	67364	249582	0.01053
Streptomyces_hygroscopicus_subsp._glebosus-_-AB184479--_NBRC_13786_T	Streptomyces_libani_subsp._rufus-_-AJ781351--_LMG_20087_T	249580	249582	2e-5
Streptomyces_libani_subsp._rufus-_-AJ781351--_LMG_20087_T	Streptomyces_hygroscopicus_subsp._glebosus-_-AB184479--_NBRC_13786_T	249582	249580	2e-5
Streptomyces_platensis-_-AB045882--_JCM_4662_T	Streptomyces_hygroscopicus_subsp._glebosus-_-AB184479--_NBRC_13786_T	58346	249580	7.1e-4
Streptomyces_platensis-_-AB045882--_JCM_4662_T	Streptomyces_libani_subsp._rufus-_-AJ781351--_LMG_20087_T	58346	249582	7.1e-4
Streptomyces_caniferus-_-AB184640--_NBRC_15389_T	Streptomyces_hygroscopicus_subsp._glebosus-_-AB184479--_NBRC_13786_T	285557	249580	0.00141
Streptomyces_caniferus-_-AB184640--_NBRC_15389_T	Streptomyces_libani_subsp._rufus-_-AJ781351--_LMG_20087_T	285557	249582	0.00141
Streptomyces_pinistramenti-_-OK576049--_SF28T	Streptomyces_kronopolitis-_-KP050495--_NEAU-ML8_T	2884812	1612435	0.01341
Streptomyces_kronopolitis-_-KP050495--_NEAU-ML8_T	Streptomyces_pinistramenti-_-OK576049--_SF28T	1612435	2884812	0.01341
Streptomyces_albulus-_-AB024440--_IMC_S-0802_-ISP5492-_T	Streptomyces_noursei-_-AB184678--_NBRC_15452_T	1971	1971	2e-5
Streptomyces_noursei-_-AB184678--_NBRC_15452_T	Streptomyces_albulus-_-AB024440--_IMC_S-0802_-ISP5492-_T	1971	1971	2e-5
Streptomyces_lunalinharesii-_-DQ094838--_RCQ1071_T	Streptomyces_yunnanensis-_-AF346818--_YIM_41004_T	333384	156453	0.02386
Streptomyces_yunnanensis-_-AF346818--_YIM_41004_T	Streptomyces_albulus-_-AB024440--_IMC_S-0802_-ISP5492-_T	156453	1971	0.01547999999999999
Streptomyces_yunnanensis-_-AF346818--_YIM_41004_T	Streptomyces_noursei-_-AB184678--_NBRC_15452_T	156453	1971	0.01547999999999999
Streptomyces_rhizoryzae-_-MW326223--_RS10V-4T	Streptomyces_albulus-_-AB024440--_IMC_S-0802_-ISP5492-_T	2932493	1971	0.01756
Streptomyces_rhizoryzae-_-MW326223--_RS10V-4T	Streptomyces_noursei-_-AB184678--_NBRC_15452_T	2932493	1971	0.01756
Streptomyces_griseocarneus-_-X99943--_DSM40004_T	Streptomyces_sioyaensis-_-DQ026654--_NRRL_B-5408_T	51201	67364	0.03521
Streptomyces_catenulae-_-AJ621613--_DSM_40258_T	Streptomyces_misakiensis-_-AB217605--_IFO_12891_T	66875	67330	2e-5
Streptomyces_misakiensis-_-AB217605--_IFO_12891_T	Streptomyces_catenulae-_-AJ621613--_DSM_40258_T	67330	66875	2e-5
Streptomyces_ramulosus-_-DQ026662--_NRRL_B-2714_T	Streptomyces_catenulae-_-AJ621613--_DSM_40258_T	47762	66875	0.02102
Streptomyces_ramulosus-_-DQ026662--_NRRL_B-2714_T	Streptomyces_misakiensis-_-AB217605--_IFO_12891_T	47762	67330	0.02102
Streptomyces_tardus-_-MW144955--_P38-E01T	Streptomyces_daliensis-_-AY785161--_YIM_31724_T	2780544	299421	0.01751
Streptomyces_daliensis-_-AY785161--_YIM_31724_T	Streptomyces_tardus-_-MW144955--_P38-E01T	299421	2780544	0.01751
Streptomyces_sclerotialus-_-AJ621608--_DSM_43032_T	Streptomyces_rimosus-_-AB045883--_JCM_4667_T	1957	132474	0.01681999999999999
Streptomyces_rimosus-_-AB045883--_JCM_4667_T	Streptomyces_sclerotialus-_-AJ621608--_DSM_43032_T	132474	1957	0.01682
Streptomyces_chrestomyceticus-_-AJ621609--_DSM_40545_T	Streptomyces_paromomycinus-_-AJ621610--_DSM_41429_T	1306181	92743	2e-5
Streptomyces_paromomycinus-_-AJ621610--_DSM_41429_T	Streptomyces_chrestomyceticus-_-AJ621609--_DSM_40545_T	92743	1306181	2e-5
Streptomyces_albofaciens-_-AB045880--_JCM_4342_T	Streptomyces_chrestomyceticus-_-AJ621609--_DSM_40545_T	1306175	1306181	0.00562
Streptomyces_albofaciens-_-AB045880--_JCM_4342_T	Streptomyces_paromomycinus-_-AJ621610--_DSM_41429_T	1306175	92743	0.00562
Streptomyces_niger-_-AJ621607--_DSM_43049_T	Streptomyces_olivaceiscleroticus-_-AJ621606--_DSM_40595_T	66373	68245	2e-5
Streptomyces_olivaceiscleroticus-_-AJ621606--_DSM_40595_T	Streptomyces_niger-_-AJ621607--_DSM_43049_T	68245	66373	2e-5
Streptomyces_ochraceiscleroticus-_-AB184094--_NBRC_12394_T	Streptomyces_violens-_-AJ621605--_DSM_40597_T	47761	66377	0.00211
Streptomyces_violens-_-AJ621605--_DSM_40597_T	Streptomyces_ochraceiscleroticus-_-AB184094--_NBRC_12394_T	66377	47761	0.00211
Streptomyces_purpurogeneiscleroticus-_-AJ621604--_DSM_43156_T	Streptomyces_ochraceiscleroticus-_-AB184094--_NBRC_12394_T	68259	47761	0.00842
Streptomyces_monomycini-_-DQ445790--_NRRL_B-24309_T	Streptomyces_purpurogeneiscleroticus-_-AJ621604--_DSM_43156_T	371720	68259	0.01262
Streptomyces_samsunensis-_-EU077190--_M1463_T	Streptomyces_malaysiensis-_-AB249918--_NBRC_16446_T	459658	92644	0.00564
Streptomyces_malaysiensis-_-AB249918--_NBRC_16446_T	Streptomyces_samsunensis-_-EU077190--_M1463_T	92644	459658	0.00564
Streptomyces_solisilvae-_-KY366443--_HNM0141_T	Streptomyces_malaysiensis-_-AB249918--_NBRC_16446_T	1929477	92644	0.00704
Streptomyces_coffeae-_-MN116550--_CA1R205_T	Streptomyces_sabulosicollis-_-MK503616--_PRKS01-29T	621382	2715963	0.01555
Streptomyces_sabulosicollis-_-MK503616--_PRKS01-29T	Streptomyces_coffeae-_-MN116550--_CA1R205_T	2715963	621382	0.01555
Streptomyces_hygroscopicus_subsp._hygroscopicus-_-AB184428--_NBRC_13472_T	Streptomyces_demainii-_-DQ334782--_NRRL_B-1478_T	68042	588122	0.0021
Streptomyces_demainii-_-DQ334782--_NRRL_B-1478_T	Streptomyces_hygroscopicus_subsp._hygroscopicus-_-AB184428--_NBRC_13472_T	588122	68042	0.0021
Streptomyces_yogyakartensis-_-AB249942--_NBRC_100779_T	Streptomyces_violaceusniger-_-AB184420--_NBRC_13459_T	114692	68280	2e-5
Streptomyces_violaceusniger-_-AB184420--_NBRC_13459_T	Streptomyces_yogyakartensis-_-AB249942--_NBRC_100779_T	68280	114692	2e-5
Streptomyces_albiflaviniger-_-AJ391812--_NRRL_B-1356_T	Streptomyces_yogyakartensis-_-AB249942--_NBRC_100779_T	114683	114692	0.00354999999999999
Streptomyces_albiflaviniger-_-AJ391812--_NRRL_B-1356_T	Streptomyces_violaceusniger-_-AB184420--_NBRC_13459_T	114683	68280	0.00354999999999999
Streptomyces_javensis-_-AJ391833--_B22P3_-B26-_T	Streptomyces_yogyakartensis-_-AB249942--_NBRC_100779_T	114698	114692	0.01130999999999999
Streptomyces_javensis-_-AJ391833--_B22P3_-B26-_T	Streptomyces_violaceusniger-_-AB184420--_NBRC_13459_T	114698	68280	0.01130999999999999
Streptomyces_rapamycinicus-_-EF408733--_NRRL_5491_LTP__T	Streptomyces_iranensis-_-FJ472862--_HM_35_T	1226757	576784	0.00703
Streptomyces_iranensis-_-FJ472862--_HM_35_T	Streptomyces_rapamycinicus-_-EF408733--_NRRL_5491_LTP__T	576784	1226757	0.00703
Streptomyces_melanosporofaciens-_-AB184283--_NBRC_13061_T	Streptomyces_castelarensis-_-AB184709--_NBRC_15875_T	67327	68175	0.00212
Streptomyces_geldanamycininus-_-AB184606--_NBRC_14620_T	Streptomyces_melanosporofaciens-_-AB184283--_NBRC_13061_T	285548	67327	0.00351
Streptomyces_yatensis-_-AB249962--_NBRC_101000_T	Streptomyces_melanosporofaciens-_-AB184283--_NBRC_13061_T	155177	67327	0.00491
Streptomyces_castelarensis-_-AB184709--_NBRC_15875_T	Streptomyces_melanosporofaciens-_-AB184283--_NBRC_13061_T	68175	67327	0.00212
Streptomyces_mordarskii-_-EF408735--_NRRL_B-1346_T	Streptomyces_castelarensis-_-AB184709--_NBRC_15875_T	1226758	68175	0.00352
Streptomyces_asiaticus-_-AB249947--_NBRC_100774_T	Streptomyces_rhizosphaericus-_-AB249941--_NBRC_100778_T	114695	114699	2e-5
Streptomyces_rhizosphaericus-_-AB249941--_NBRC_100778_T	Streptomyces_asiaticus-_-AB249947--_NBRC_100774_T	114699	114695	2e-5
Streptomyces_cangkringensis-_-AB249950--_NBRC_100775_T	Streptomyces_asiaticus-_-AB249947--_NBRC_100774_T	114696	114695	0.00352
Streptomyces_cangkringensis-_-AB249950--_NBRC_100775_T	Streptomyces_rhizosphaericus-_-AB249941--_NBRC_100778_T	114696	114699	0.00352
Streptomyces_griseiniger-_-AJ391818--_NRRL_B-1865_T	Streptomyces_asiaticus-_-AB249947--_NBRC_100774_T	114688	114695	0.00211
